,count,cat,subcat,subsubcat,combined_cats,combined_cats_lower,processed_comps,sentiment_scores,neg,neu,pos,compound
566,11,Department of Transportation,Street Sign - Dangling,One Way,Department of Transportation Street Sign - Dangling One Way,department of transportation street sign - dangling one way,department transit transportation street sign dangling one way,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
567,11,Department of Environmental Protection,Hazardous Materials,"Unsafe Chemical, Storage (HC1)","Department of Environmental Protection Hazardous Materials Unsafe Chemical, Storage (HC1)","department of environmental protection hazardous materials unsafe chemical, storage (hc1)","department environmental protection hazardardous materials unsafe chemical, storage hc","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
568,11,Department of Housing Preservation and Development,HPD Literature Request,Housing Information Guide For Tenants and Owners Notice,Department of Housing Preservation and Development HPD Literature Request Housing Information Guide For Tenants and Owners Notice,department of housing preservation and development hpd literature request housing information guide for tenants and owners notice,department housing preservation development hpd general information housing information guide tenant housing rentals owners notice,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
569,11,Department of Transportation,Sidewalk Condition,Sidewalk Collapsed,Department of Transportation Sidewalk Condition Sidewalk Collapsed,department of transportation sidewalk condition sidewalk collapsed,department transit transportation sidewalk condition sidewalk collapsed,"{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.2732}",0.259,0.741,0.0,-0.2732
570,11,Commercial Exemption Unit,DOF Property - Reduction Issue,Commercial Green Roof or Solar Panel Exemption,Commercial Exemption Unit DOF Property - Reduction Issue Commercial Green Roof or Solar Panel Exemption,commercial exemption unit dof property - reduction issue commercial green roof or solar panel exemption,commercial exemption unit dof property building reduction issue commercial green roof solar panel exemption,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
571,11,TAX,Question,Other,TAX Question Other,tax question other,tax general information,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
572,11,Department of Environmental Protection,Noise,"Noise, Other Animals (NR6)","Department of Environmental Protection Noise Noise, Other Animals (NR6)","department of environmental protection noise noise, other animals (nr6)","department environmental protection noise noise, animals nr","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
573,11,Department of Consumer Affairs,Consumer Complaint,Contact Sign Not Posted,Department of Consumer Affairs Consumer Complaint Contact Sign Not Posted,department of consumer affairs consumer complaint contact sign not posted,department constructionumer affairs constructionumer complaint contact sign posted,"{'neg': 0.239, 'neu': 0.761, 'pos': 0.0, 'compound': -0.296}",0.239,0.761,0.0,-0.296
574,10,Department of Housing Preservation and Development,HPD Literature Request,HomeFirst Down Payment Information,Department of Housing Preservation and Development HPD Literature Request HomeFirst Down Payment Information,department of housing preservation and development hpd literature request homefirst down payment information,department housing preservation development hpd general information homefirst payment information,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
575,10,Department of Housing Preservation and Development,OUTSIDE BUILDING,PAVEMENT,Department of Housing Preservation and Development OUTSIDE BUILDING PAVEMENT,department of housing preservation and development outside building pavement,department housing preservation development outside building pavement,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
576,10,Department of Transportation,Bus Stop Shelter Complaint,Sign Missing or Defective,Department of Transportation Bus Stop Shelter Complaint Sign Missing or Defective,department of transportation bus stop shelter complaint sign missing or defective,department transit transportation bus stop shelter complaint sign missing defective,"{'neg': 0.613, 'neu': 0.387, 'pos': 0.0, 'compound': -0.8176}",0.613,0.387,0.0,-0.8176
577,10,Department of Transportation,Street Condition,Hummock,Department of Transportation Street Condition Hummock,department of transportation street condition hummock,department transit transportation street condition hummock,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
578,10,Department of Transportation,Street Light Condition,Glassware Missing,Department of Transportation Street Light Condition Glassware Missing,department of transportation street light condition glassware missing,department transit transportation street light condition glassware missing,"{'neg': 0.239, 'neu': 0.761, 'pos': 0.0, 'compound': -0.296}",0.239,0.761,0.0,-0.296
579,10,New York City Police Department,Graffiti,Police Report Requested,New York City Police Department Graffiti Police Report Requested,new york city police department graffiti police report requested,new york city police department graffiti police report requested,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
580,10,Taxi and Limousine Commission,Found Property,Bag/Wallet,Taxi and Limousine Commission Found Property Bag/Wallet,taxi and limousine commission found property bag/wallet,taxi limousine commission found property building bag wallet,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
581,10,Department of Sanitation,Recycling Enforcement,ER2 Resident Recyc. (Tenant),Department of Sanitation Recycling Enforcement ER2 Resident Recyc. (Tenant),department of sanitation recycling enforcement er2 resident recyc. (tenant),department sanitation waste recycling enforcement er resident recyc tenant housing rental,"{'neg': 0.219, 'neu': 0.781, 'pos': 0.0, 'compound': -0.4215}",0.219,0.781,0.0,-0.4215
582,10,Department for the Aging,Home Delivered Meal - Missed Delivery,N/A,Department for the Aging Home Delivered Meal - Missed Delivery N/A,department for the aging home delivered meal - missed delivery n/a,department aging home delivered meal missed delivery n,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.296}",0.268,0.732,0.0,-0.296
583,10,NYC Emergency Management,OEM Literature Request,Ready NY My Emergency Plan - English,NYC Emergency Management OEM Literature Request Ready NY My Emergency Plan - English,nyc emergency management oem literature request ready ny my emergency plan - english,nyc emergency management oem general information ready ny emergency plan english,"{'neg': 0.331, 'neu': 0.51, 'pos': 0.159, 'compound': -0.4019}",0.331,0.51,0.159,-0.4019
584,10,Department of Sanitation,Sanitation Condition,15R Street Cond/Ref.W Door,Department of Sanitation Sanitation Condition 15R Street Cond/Ref.W Door,department of sanitation sanitation condition 15r street cond/ref.w door,department sanitation waste sanitation waste condition r street cond refw door,"{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.6808}",0.412,0.588,0.0,-0.6808
585,10,Department of Parks and Recreation,Overgrown Tree/Branches,Clear Street Light,Department of Parks and Recreation Overgrown Tree/Branches Clear Street Light,department of parks and recreation overgrown tree/branches clear street light,department parks parks recreation parks recreation overgrown tree branches clear street light,"{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.3818}",0.0,0.809,0.191,0.3818
586,10,Department of Health and Mental Hygiene,Mobile Food Vendor,Food Worker Activity,Department of Health and Mental Hygiene Mobile Food Vendor Food Worker Activity,department of health and mental hygiene mobile food vendor food worker activity,department health mental hygiene mobile food vendor food worker activity,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
587,10,Department of Transportation,Street Sign - Dangling,Bus Stop,Department of Transportation Street Sign - Dangling Bus Stop,department of transportation street sign - dangling bus stop,department transit transportation street sign dangling bus stop,"{'neg': 0.239, 'neu': 0.761, 'pos': 0.0, 'compound': -0.296}",0.239,0.761,0.0,-0.296
588,10,Department of Sanitation,Sanitation Condition,22 Weeds,Department of Sanitation Sanitation Condition 22 Weeds,department of sanitation sanitation condition 22 weeds,department sanitation waste sanitation waste condition weeds,"{'neg': 0.528, 'neu': 0.472, 'pos': 0.0, 'compound': -0.6808}",0.528,0.472,0.0,-0.6808
589,10,Department of Sanitation,Literature Request,RECYCLING AREA DECAL,Department of Sanitation Literature Request RECYCLING AREA DECAL,department of sanitation literature request recycling area decal,department sanitation waste general information recycling area decal,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.4215}",0.286,0.714,0.0,-0.4215
590,10,Department of Environmental Protection,Sewer,Highway Flooding (SH),Department of Environmental Protection Sewer Highway Flooding (SH),department of environmental protection sewer highway flooding (sh),department environmental protection sewer highway flooding sh,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
591,10,ACS,Forms,"Education Support, Policy, and Practice","ACS Forms Education Support, Policy, and Practice","acs forms education support, policy, and practice","acs forms education support, policy, practice","{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.4019}",0.0,0.649,0.351,0.4019
592,10,Department of Parks and Recreation,Animal in a Park,Removing Wildlife,Department of Parks and Recreation Animal in a Park Removing Wildlife,department of parks and recreation animal in a park removing wildlife,department parks parks recreation parks recreation animal park removing wildlife animal,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
593,10,Department of Housing Preservation and Development,HPD Literature Request,The ABCs of Housing - Spanish,Department of Housing Preservation and Development HPD Literature Request The ABCs of Housing - Spanish,department of housing preservation and development hpd literature request the abcs of housing - spanish,department housing preservation development hpd general information abcs housing spanish,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
594,10,Department of Sanitation,Other Enforcement,ECR Commercial Routing Sticker,Department of Sanitation Other Enforcement ECR Commercial Routing Sticker,department of sanitation other enforcement ecr commercial routing sticker,department sanitation waste enforcement ecr commercial routing sticker,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.4215}",0.286,0.714,0.0,-0.4215
595,9,Department of Environmental Protection,Sewer,Other Sewer Problem (Use Comments) (SZZ),Department of Environmental Protection Sewer Other Sewer Problem (Use Comments) (SZZ),department of environmental protection sewer other sewer problem (use comments) (szz),department environmental protection sewer sewer problem use comments szz,"{'neg': 0.252, 'neu': 0.748, 'pos': 0.0, 'compound': -0.4019}",0.252,0.748,0.0,-0.4019
596,9,ACS,Forms,Mandated Reporters,ACS Forms Mandated Reporters,acs forms mandated reporters,acs forms mandated reporters,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
597,9,Department of Transportation,Bridge Condition,Pothole,Department of Transportation Bridge Condition Pothole,department of transportation bridge condition pothole,department transit transportation bridge condition pothole,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
598,9,Department of Buildings,BEST/Site Safety,Safety Netting/Guard Rails - Damaged/Inadequate/None (Over 6 Stories/75 Feet),Department of Buildings BEST/Site Safety Safety Netting/Guard Rails - Damaged/Inadequate/None (Over 6 Stories/75 Feet),department of buildings best/site safety safety netting/guard rails - damaged/inadequate/none (over 6 stories/75 feet),department buildings best site safety safety netting guard rails damaged inadequate none stories feet,"{'neg': 0.23, 'neu': 0.369, 'pos': 0.402, 'compound': 0.6369}",0.23,0.369,0.402,0.6369
599,9,Department of Information Technology and Telecommunications,Public Payphone Complaint,Graffiti/Litter on Phone,Department of Information Technology and Telecommunications Public Payphone Complaint Graffiti/Litter on Phone,department of information technology and telecommunications public payphone complaint graffiti/litter on phone,department information technology telecommunications public payphone complaint graffiti litter waste phone,"{'neg': 0.357, 'neu': 0.643, 'pos': 0.0, 'compound': -0.6124}",0.357,0.643,0.0,-0.6124
600,9,Department of Consumer Affairs,Consumer Complaint,Credit Card Limitations Not Posted,Department of Consumer Affairs Consumer Complaint Credit Card Limitations Not Posted,department of consumer affairs consumer complaint credit card limitations not posted,department constructionumer affairs constructionumer complaint credit card limitations posted,"{'neg': 0.186, 'neu': 0.593, 'pos': 0.22, 'compound': 0.1027}",0.186,0.593,0.22,0.1027
601,9,Department of Health and Mental Hygiene,Mobile Food Vendor,Smoke/Odor,Department of Health and Mental Hygiene Mobile Food Vendor Smoke/Odor,department of health and mental hygiene mobile food vendor smoke/odor,department health mental hygiene mobile food vendor smoke odor,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
602,9,Department of Consumer Affairs,Consumer Complaint,House/Property Damaged,Department of Consumer Affairs Consumer Complaint House/Property Damaged,department of consumer affairs consumer complaint house/property damaged,department constructionumer affairs constructionumer complaint house property building damaged,"{'neg': 0.421, 'neu': 0.579, 'pos': 0.0, 'compound': -0.6249}",0.421,0.579,0.0,-0.6249
603,9,Department of Environmental Protection,Sewer,Culvert Blocked/Needs Cleaning (SE),Department of Environmental Protection Sewer Culvert Blocked/Needs Cleaning (SE),department of environmental protection sewer culvert blocked/needs cleaning (se),department environmental protection sewer culvert blocked needs cleaning se,"{'neg': 0.208, 'neu': 0.792, 'pos': 0.0, 'compound': -0.2732}",0.208,0.792,0.0,-0.2732
604,9,Department of Buildings,General Construction/Plumbing,Structural Stability Impacted - New Building Under Construction,Department of Buildings General Construction/Plumbing Structural Stability Impacted - New Building Under Construction,department of buildings general construction/plumbing structural stability impacted - new building under construction,department buildings general construction plumbing structural stability impacted new building construction,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
605,9,New York City Police Department,Posting Advertisement,Building,New York City Police Department Posting Advertisement Building,new york city police department posting advertisement building,new york city police department posting advertisement building,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
606,9,HealthCare Connections,Housing Options,Nursing Home,HealthCare Connections Housing Options Nursing Home,healthcare connections housing options nursing home,healthcare connections housing options nursing home,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
607,8,Department of Environmental Protection,Industrial Waste,Natural Gas In Sewer/Catch Basin (IFB),Department of Environmental Protection Industrial Waste Natural Gas In Sewer/Catch Basin (IFB),department of environmental protection industrial waste natural gas in sewer/catch basin (ifb),department environmental protection industrial waste natural gas sewer catch basin ifb,"{'neg': 0.196, 'neu': 0.629, 'pos': 0.175, 'compound': -0.0772}",0.196,0.629,0.175,-0.0772
608,8,Department of Transportation,Traffic Signal Condition,Ped Flasher,Department of Transportation Traffic Signal Condition Ped Flasher,department of transportation traffic signal condition ped flasher,department transit transportation traffic signal condition ped flasher,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
609,8,Department of Transportation,Bike Rack Condition,Bike Rack Repair,Department of Transportation Bike Rack Condition Bike Rack Repair,department of transportation bike rack condition bike rack repair,department transit transportation bike rack condition bike rack repair,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
610,8,Department of Transportation,Sidewalk Condition,Canopy Complaint,Department of Transportation Sidewalk Condition Canopy Complaint,department of transportation sidewalk condition canopy complaint,department transit transportation sidewalk condition canopy complaint,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.296}",0.268,0.732,0.0,-0.296
611,8,Department of Housing Preservation and Development,OUTSIDE BUILDING,ROOF DOOR/HATCH,Department of Housing Preservation and Development OUTSIDE BUILDING ROOF DOOR/HATCH,department of housing preservation and development outside building roof door/hatch,department housing preservation development outside building roof door hatch,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
612,8,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)","Department of Environmental Protection Water Quality Taste/Odor, Chemical (QA2)","department of environmental protection water quality taste/odor, chemical (qa2)","department environmental protection water quality taste odor, chemical qa","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
613,8,Department of Transportation,Street Sign - Damaged,Speed Limit,Department of Transportation Street Sign - Damaged Speed Limit,department of transportation street sign - damaged speed limit,department transit transportation street sign damaged speed limit,"{'neg': 0.293, 'neu': 0.707, 'pos': 0.0, 'compound': -0.4404}",0.293,0.707,0.0,-0.4404
614,8,Department of Sanitation,Recycling Enforcement,ER5 Comm. Recyc. (Bldg Mgmt),Department of Sanitation Recycling Enforcement ER5 Comm. Recyc. (Bldg Mgmt),department of sanitation recycling enforcement er5 comm. recyc. (bldg mgmt),department sanitation waste recycling enforcement er comm recyc bldg mgmt,"{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.4215}",0.237,0.763,0.0,-0.4215
615,8,Department of Health and Mental Hygiene,Beach/Pool/Sauna Complaint,Beach/Pool Water,Department of Health and Mental Hygiene Beach/Pool/Sauna Complaint Beach/Pool Water,department of health and mental hygiene beach/pool/sauna complaint beach/pool water,department health mental hygiene beach pool sauna complaint beach pool water,"{'neg': 0.18, 'neu': 0.82, 'pos': 0.0, 'compound': -0.296}",0.18,0.82,0.0,-0.296
616,8,Department of Health and Mental Hygiene,Indoor Air Quality,Dry Cleaning Vapors (PERC),Department of Health and Mental Hygiene Indoor Air Quality Dry Cleaning Vapors (PERC),department of health and mental hygiene indoor air quality dry cleaning vapors (perc),department health mental hygiene indoor air quality dry cleaning vapors perc,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
617,8,Department of Consumer Affairs,DCA / DOH New License Application Request,General Street Vendor License,Department of Consumer Affairs DCA / DOH New License Application Request General Street Vendor License,department of consumer affairs dca / doh new license application request general street vendor license,department constructionumer affairs dca doh new license application request general street vendor license,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
618,8,Department of Consumer Affairs,Consumer Complaint,Prohibited Item Sale to Minor,Department of Consumer Affairs Consumer Complaint Prohibited Item Sale to Minor,department of consumer affairs consumer complaint prohibited item sale to minor,department constructionumer affairs constructionumer complaint prohibited item sale minor,"{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.296}",0.216,0.784,0.0,-0.296
619,8,Department of Buildings,General Construction/Plumbing,Landmark Bldg - Illegal Work,Department of Buildings General Construction/Plumbing Landmark Bldg - Illegal Work,department of buildings general construction/plumbing landmark bldg - illegal work,department buildings general construction plumbing landmark bldg illegal work,"{'neg': 0.303, 'neu': 0.588, 'pos': 0.109, 'compound': -0.5106}",0.303,0.588,0.109,-0.5106
620,8,Department of Health and Mental Hygiene,Food Establishment,Food Worker Activity,Department of Health and Mental Hygiene Food Establishment Food Worker Activity,department of health and mental hygiene food establishment food worker activity,department health mental hygiene food establishment food worker activity,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
621,8,Department of Environmental Protection,Industrial Waste,Chemical Spill (IAC),Department of Environmental Protection Industrial Waste Chemical Spill (IAC),department of environmental protection industrial waste chemical spill (iac),department environmental protection industrial waste chemical spill iac,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.4215}",0.286,0.714,0.0,-0.4215
622,8,Department of Sanitation,Literature Request,GRAFFITI WAIVER,Department of Sanitation Literature Request GRAFFITI WAIVER,department of sanitation literature request graffiti waiver,department sanitation waste general information graffiti waiver,"{'neg': 0.318, 'neu': 0.682, 'pos': 0.0, 'compound': -0.4215}",0.318,0.682,0.0,-0.4215
623,8,Department of Buildings,Borough Office,Restroom Non-Complaince With Local Law 79/16,Department of Buildings Borough Office Restroom Non-Complaince With Local Law 79/16,department of buildings borough office restroom non-complaince with local law 79/16,department buildings borough office restroom noncomplaince local law,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
624,8,New York City Police Department,Noise - House of Worship,Banging/Pounding,New York City Police Department Noise - House of Worship Banging/Pounding,new york city police department noise - house of worship banging/pounding,new york city police department noise house worship banging pounding,"{'neg': 0.0, 'neu': 0.804, 'pos': 0.196, 'compound': 0.296}",0.0,0.804,0.196,0.296
625,8,Department of Transportation,Bridge Condition,Graffiti - Bridge,Department of Transportation Bridge Condition Graffiti - Bridge,department of transportation bridge condition graffiti - bridge,department transit transportation bridge condition graffiti bridge,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
626,8,Department of Consumer Affairs,DCA / DOH New License Application Request,Full Term Mobile Food Unit Permit,Department of Consumer Affairs DCA / DOH New License Application Request Full Term Mobile Food Unit Permit,department of consumer affairs dca / doh new license application request full term mobile food unit permit,department constructionumer affairs dca doh new license application request full term mobile food unit permit,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
627,8,Department of Environmental Protection,Industrial Waste,Grease In Sewer/Catch Basin (IDG),Department of Environmental Protection Industrial Waste Grease In Sewer/Catch Basin (IDG),department of environmental protection industrial waste grease in sewer/catch basin (idg),department environmental protection industrial waste grease sewer catch basin idg,"{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.4215}",0.237,0.763,0.0,-0.4215
628,8,Department of Transportation,Street Light Condition,In-Line Fuse Missing,Department of Transportation Street Light Condition In-Line Fuse Missing,department of transportation street light condition in-line fuse missing,department transit transportation street light condition inline fuse missing,"{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.296}",0.216,0.784,0.0,-0.296
629,8,Department of Transportation,Street Sign - Missing,School Crossing,Department of Transportation Street Sign - Missing School Crossing,department of transportation street sign - missing school crossing,department transit transportation street sign missing school crossing,"{'neg': 0.239, 'neu': 0.761, 'pos': 0.0, 'compound': -0.296}",0.239,0.761,0.0,-0.296
630,7,New York City Police Department,Noise - Commercial,Loud Television,New York City Police Department Noise - Commercial Loud Television,new york city police department noise - commercial loud television,new york city police department noise commercial loud television,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
631,7,RPIE Unit,DOF Property - RPIE Issue,Status of Request to file Paper RPIE,RPIE Unit DOF Property - RPIE Issue Status of Request to file Paper RPIE,rpie unit dof property - rpie issue status of request to file paper rpie,rpie unit dof property building rpie issue status request file paper rpie,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
632,7,Department of Transportation,Street Light Condition,Fixture/Luminaire Missing,Department of Transportation Street Light Condition Fixture/Luminaire Missing,department of transportation street light condition fixture/luminaire missing,department transit transportation street light condition fixture luminaire missing,"{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.296}",0.216,0.784,0.0,-0.296
633,7,Department of Housing Preservation and Development,PLUMBING,SEWER,Department of Housing Preservation and Development PLUMBING SEWER,department of housing preservation and development plumbing sewer,department housing preservation development plumbing sewer,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
634,7,Department of Transportation,Street Condition,Guard Rail - Street,Department of Transportation Street Condition Guard Rail - Street,department of transportation street condition guard rail - street,department transit transportation street condition guard rail street,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
635,7,Department of Consumer Affairs,Consumer Complaint,Demand for Cash,Department of Consumer Affairs Consumer Complaint Demand for Cash,department of consumer affairs consumer complaint demand for cash,department constructionumer affairs constructionumer complaint demand cash,"{'neg': 0.425, 'neu': 0.575, 'pos': 0.0, 'compound': -0.4019}",0.425,0.575,0.0,-0.4019
636,7,Senior Citizen Rent Increase Exemption Unit,SCRIE,Application Appeal,Senior Citizen Rent Increase Exemption Unit SCRIE Application Appeal,senior citizen rent increase exemption unit scrie application appeal,senior citizen rent increase exemption unit scrie application appeal,"{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.3182}",0.0,0.777,0.223,0.3182
637,7,Department of Transportation,Street Sign - Missing,St Name - Over Intersection,Department of Transportation Street Sign - Missing St Name - Over Intersection,department of transportation street sign - missing st name - over intersection,department transit transportation street sign missing st name intersection,"{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.296}",0.216,0.784,0.0,-0.296
638,7,Department of Housing Preservation and Development,HPD Literature Request,Notice of Housing Code Enforcement Issues,Department of Housing Preservation and Development HPD Literature Request Notice of Housing Code Enforcement Issues,department of housing preservation and development hpd literature request notice of housing code enforcement issues,department housing preservation development hpd general information notice housing inspection code enforcement violation issues,"{'neg': 0.198, 'neu': 0.802, 'pos': 0.0, 'compound': -0.4939}",0.198,0.802,0.0,-0.4939
639,7,Commercial Exemption Unit,DOF Property - Reduction Issue,Commercial 421A Exemption,Commercial Exemption Unit DOF Property - Reduction Issue Commercial 421A Exemption,commercial exemption unit dof property - reduction issue commercial 421a exemption,commercial exemption unit dof property building reduction issue commercial exemption,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
640,7,Department of Consumer Affairs,Consumer Complaint,Car Not Available,Department of Consumer Affairs Consumer Complaint Car Not Available,department of consumer affairs consumer complaint car not available,department constructionumer affairs constructionumer complaint car available,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.296}",0.268,0.732,0.0,-0.296
641,7,Department of Parks and Recreation,Animal in a Park,Wildlife Sighting,Department of Parks and Recreation Animal in a Park Wildlife Sighting,department of parks and recreation animal in a park wildlife sighting,department parks parks recreation parks recreation animal park wildlife animal sighting,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
642,7,Adjudication - Hearing by Mail,DOF Parking - Request Copy,List of Outstanding Tickets,Adjudication - Hearing by Mail DOF Parking - Request Copy List of Outstanding Tickets,adjudication - hearing by mail dof parking - request copy list of outstanding tickets,adjudication hearing mail dof parking vehicles request copy list outstanding tickets,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.6124}",0.0,0.714,0.286,0.6124
643,7,Department of Information Technology and Telecommunications,LinkNYC,WiFi/Internet Not Working/Slow,Department of Information Technology and Telecommunications LinkNYC WiFi/Internet Not Working/Slow,department of information technology and telecommunications linknyc wifi/internet not working/slow,department information technology telecommunications linknyc wifi internet working slow,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
644,7,Department of Transportation,Broken Parking Meter,Graffiti,Department of Transportation Broken Parking Meter Graffiti,department of transportation broken parking meter graffiti,department transit transportation broken parking vehicles meter graffiti,"{'neg': 0.307, 'neu': 0.693, 'pos': 0.0, 'compound': -0.4767}",0.307,0.693,0.0,-0.4767
645,7,Department of Housing Preservation and Development,HPD Literature Request,Mitchell-Lama Housing List,Department of Housing Preservation and Development HPD Literature Request Mitchell-Lama Housing List,department of housing preservation and development hpd literature request mitchell-lama housing list,department housing preservation development hpd general information mitchelllama housing list,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
646,7,Department of Health and Mental Hygiene,Mobile Food Vendor,Food Temperature,Department of Health and Mental Hygiene Mobile Food Vendor Food Temperature,department of health and mental hygiene mobile food vendor food temperature,department health mental hygiene mobile food vendor food temperature,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
647,7,Department of Transportation,Traffic Signal Condition,Sway Bar,Department of Transportation Traffic Signal Condition Sway Bar,department of transportation traffic signal condition sway bar,department transit transportation traffic signal condition sway bar,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
648,7,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Other Animal,Department of Health and Mental Hygiene Unsanitary Animal Pvt Property Other Animal,department of health and mental hygiene unsanitary animal pvt property other animal,department health mental hygiene unsanitary animal pvt property building animal,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
